ITEM;CEST;NCM/SH;DESCRIÇÃO
270;1702700;15171000;Margarina, em recipiente de conteúdo superior a 500 g e inferior a 1 kg, creme vegetal em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
271;1702701;15171000;Margarina e creme vegetal, em recipiente de conteúdo superior a de 1 kg
271;1702701;15171000;Margarina e creme vegetal, em recipiente de conteúdo de 1 kg
272;1702702;151790;Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
280;1702800;15162000;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
281;1702801;15162000;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
290;1702900;19019020;Doces de leite
300;1703000;19041000;Produtos à base de cereais, obtidos por expansão ou torrefação
300;1703000;19049000;Produtos à base de cereais, obtidos por expansão ou torrefação
310;1703100;19059090;Salgadinhos diversos
320;1703200;20052000;Batata frita, inhame e mandioca fritos
320;1703200;20059;Batata frita, inhame e mandioca fritos
330;1703300;20081;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg
331;1703301;20081;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg
340;1703400;21032010;Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
350;1703500;21039021;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
350;1703500;21039091;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
360;1703600;21031010;Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
370;1703700;21033010;Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg
380;1703800;21033021;Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
390;1703900;21039011;Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
400;1704000;2002;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
410;1704100;21032010;Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg
420;1704200;17049090;Barra de cereais
420;1704200;19042000;Barra de cereais
420;1704200;19049000;Barra de cereais
430;1704300;18063120;Barra de cereais contendo cacau
430;1704300;18063220;Barra de cereais contendo cacau
430;1704300;18069000;Barra de cereais contendo cacau
440;1704400;11010010;Farinha de trigo, em embalagem inferior ou igual a 1 kg
440;1704400;11010010;Farinha de trigo, em embalagem inferior ou igual a 5 kg
441;1704401;11010010;Farinha de trigo, em embalagem superior a 1kg e inferior a 5 kg
441;1704401;11010010;Farinha de trigo, em embalagem superior a 5 kg
442;1704402;11010010;Farinha de trigo especial, em embalagem igual a 5 kg
443;1704403;11010010;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
444;1704404;11010010;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
445;1704405;11010010;Farinha de trigo comum, em embalagem igual a 5 kg
446;1704406;11010010;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
447;1704407;11010010;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
448;1704408;11010010;Farinha de trigo doméstica especial, em embalagem superior e igual a 5 Kg e inferior e igual a 10 Kg
449;1704409;11010010;Farinha de trigo doméstica com fermento, em embalagem superior e igual a 5 Kg e inferior e igual a 10 kg
460;1704600;19012000;Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg
460;1704600;19019090;Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg
460;1704600;19012000;Misturas e preparações para bolos
460;1704600;19019090;Misturas e preparações para bolos
461;1704601;19012000;Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg
461;1704601;19019090;Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg
470;1704700;19023000;Massas alimentícias tipo instantânea
480;1704800;1902;Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as massas alimentícias tipo instantânea
481;1704801;19024000;Cuscuz
490;1704900;19021;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo
490;1704900;19021;Massas alimentícias não cozidas, nem recheadas, nem preparadas de outro modo
491;1704901;19021;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo
492;1704902;19021;Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo
500;1705000;190520;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma
510;1705100;19052090;Bolo de forma, inclusive de especiarias
520;1705200;19052010;Panetones
530;1705300;19053100;Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos "cream cracker", "água e sal", "maisena", "maria" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)
530;1705300;190531;Biscoitos e bolachas derivados de farinha de trigo; exceto dos tipos "cream cracker", "água e sal", "maisena", "maria" e outros de consumo popular, não adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial
531;1705301;19053100;Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial Exceto o CEST 1705302
532;1705302;19053100;Biscoitos e bolachas derivados de farinha de trigo dos tipos "cream cracker" e "água e sal"
540;1705400;19053100;Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)
540;1705400;190531;Biscoitos e bolachas não derivados de farinha de trigo; exceto dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular, não adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial
541;1705401;19053100;Biscoitos e bolachas não derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial Exceto o CEST 1705402
542;1705402;19053100;Biscoitos e bolachas não derivados de farinha de trigo dos tipos "cream cracker" e "água e sal"
550;1705500;190531;Biscoitos e bolachas dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular, adicionados de edulcorantes e não adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial
560;1705600;19059020;Biscoitos e bolachas derivados de farinha de trigo dos tipos "cream cracker" e "água e sal"
560;1705600;19059020;Biscoitos e bolachas dos tipos "cream cracker", "água e sal", "maisena" e "maria" e outros de consumo popular, não adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial
561;1705601;19059020;Biscoitos e bolachas não derivados de farinha de trigo dos tipos "cream cracker" e "água e sal"
562;1705602;19059020;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 1705600 e 1705601
570;1705700;19053200;“Waffles” e “wafers” - sem cobertura
570;1705700;190532;“Waffles” e “wafers” - sem cobertura
580;1705800;19053200;“Waffles” e “wafers”- com cobertura
580;1705800;190532;“Waffles” e “wafers”- com cobertura
590;1705900;19054000;Torradas, pão torrado e produtos semelhantes torrados 
590;1705900;190540;Torradas, pão torrado e produtos semelhantes torrados
600;1706000;19059010;Outros pães de forma
610;1706100;19059020;Outras bolachas, exceto casquinhas para sorvete
620;1706200;19059090;Outros pães e bolos industrializados e produtos de panificação não especificados anteriormente; exceto casquinhas para sorvete e pão francês de até 200 g
630;1706300;19051000;Pão denominado knackebrot
640;1706400;190590;Demais pães industrializados
650;1706500;15079011;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
660;1706600;1508;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
670;1706700;1509;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros
670;1706700;1509;Azeites de oliva, em recipientes com capacidade inferior ou igual a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
671;1706701;1509;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros
671;1706701;1509;Azeites de oliva, em recipientes com capacidade superior a 2 litros e inferior ou igual a 5 litros
672;1706702;1509;Azeites de oliva, em recipientes com capacidade superior a 5 litros
680;1706800;15100000;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 1509, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
690;1706900;15121911;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
690;1706900;15122910;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
700;1707000;15141;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
710;1707100;15151900;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
720;1707200;15152910;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
730;1707300;15122990;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
740;1707400;15179010;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
750;1707500;1511;Outros óleos vegetais comestíveis não especificados anteriormente
750;1707500;1513;Outros óleos vegetais comestíveis não especificados anteriormente
750;1707500;1514;Outros óleos vegetais comestíveis não especificados anteriormente
750;1707500;1515;Outros óleos vegetais comestíveis não especificados anteriormente
750;1707500;1516;Outros óleos vegetais comestíveis não especificados anteriormente
750;1707500;1518;Outros óleos vegetais comestíveis não especificados anteriormente
760;1707600;16010000;Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela
770;1707700;16010000;Salsicha e linguiça
780;1707800;16010000;Mortadela
790;1707900;1602;Outras preparações e conservas de carne, miudezas ou de sangue
800;1708000;1604;Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto sardinha em conserva
810;1708100;1604;Sardinha em conserva
820;1708200;1605;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas
830;1708300;02102000;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
830;1708300;02109900;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
830;1708300;1502;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
830;1708300;0206;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
830;1708300;02102000;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
830;1708300;02109900;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
830;1708300;1502;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
840;1708400;0201;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
840;1708400;0202;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
840;1708400;0204;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
840;1708400;0206;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
840;1708400;0201;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
840;1708400;0202;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
840;1708400;0204;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
850;1708500;0204;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas
860;1708600;02109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
860;1708600;15021019;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
860;1708600;15029000;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
870;1708700;0207;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
870;1708700;0209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
870;1708700;02109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
870;1708700;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
870;1708700;0203;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
870;1708700;0206;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
870;1708700;0207;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
870;1708700;0209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
870;1708700;02101;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
870;1708700;02109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
870;1708700;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves e de suínos
871;1708701;0203;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
871;1708701;0206;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
871;1708701;0209;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
871;1708701;02101;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
871;1708701;02109900;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
871;1708701;1501;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
880;1708800;0710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg
881;1708801;0710;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg
890;1708900;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg
891;1708901;0811;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
900;1709000;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
901;1709001;2001;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg
910;1709100;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 2006, em embalagens de conteúdo inferior ou igual a 1 kg
911;1709101;2004;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 2006, em embalagens de conteúdo superior a 1 kg
920;1709200;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 2006, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg
921;1709201;2005;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 2006, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg
930;1709300;20060000;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg
931;1709301;20060000;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg
940;1709400;2007;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
941;1709401;2007;Doces, geléias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg
950;1709500;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 20081, em embalagens de conteúdo inferior ou igual a 1 kg
951;1709501;2008;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 20081, em embalagens superior a 1 kg
960;1709600;0901;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg
961;1709601;0901;Café torrado e moído, em embalagens de conteúdo superior a 2 kg
962;1709602;0901;Café torrado em grãos, em embalagens de conteúdo inferior ou igual a 2 kg
963;1709603;0901;Café torrado em grãos, em embalagens de conteúdo superior a 2 kg
970;1709700;0902;Chá, mesmo aromatizado
970;1709700;12119090;Chá, mesmo aromatizado
970;1709700;21069090;Chá, mesmo aromatizado
980;1709800;090300;Mate
990;1709900;17011;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
990;1709900;17019900;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
991;1709901;17011;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
991;1709901;17019900;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
992;1709902;17011;Açúcar refinado, em embalagens de conteúdo superior a 5 kg
992;1709902;17019900;Açúcar refinado, em embalagens de conteúdo superior a 5 kg
1000;1710000;17019100;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1001;1710001;17019100;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1002;1710002;17019100;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg
1010;1710100;17011;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1010;1710100;17019900;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1011;1710101;17011;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1011;1710101;17019900;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1012;1710102;17011;Açúcar cristal, em embalagens de conteúdo superior a 5 kg
1012;1710102;17019900;Açúcar cristal, em embalagens de conteúdo superior a 5 kg
1020;1710200;17019100;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1021;1710201;17019100;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1022;1710202;170191;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
1030;1710300;17011;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1030;1710300;17019900;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1031;1710301;17011;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1031;1710301;17019900;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1032;1710302;17011;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
1032;1710302;17019900;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg
1040;1710400;17019100;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1041;1710401;17019100;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1042;1710402;17019100;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg
1050;1710500;1702;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1051;1710501;1702;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg
1052;1710502;1702;Outros açúcares, em embalagens de conteúdo superior a 5 kg
1060;1710600;20081900;Milho para pipoca (micro-ondas)
1070;1710700;21011;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g
1080;1710800;210120;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá
1090;1710900;19019090;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
1090;1710900;21011190;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
1090;1710900;21011200;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g
1100;1711000;22021000;Refrescos e outras bebidas prontas para beber à base de chá e mate
1110;1711100;22021000;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 0300700 e 1711000
1120;171120;22029000;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos
1130;1711300;210120;Bebidas prontas à base de mate ou chá
1130;1711300;22029000;Bebidas prontas à base de mate ou chá
1140;1711400;22029000;Bebidas prontas à base de café
1150;1711500;22029000;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas
10;1800100;69111010;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos
20;1800200;69111090;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos
30;1800300;69120000;Artigos para serviço de mesa ou de cozinha, de cerâmica
40;1800400;69120000;Velas para filtros
10;1900100;32131000;Tinta guache
20;1900200;39162000;Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
30;1900300;39161000;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
30;1900300;391690;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914
40;1900400;39261000;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos
50;1900500;42021;Maletas e pastas para documentos e de estudante, e artefatos semelhantes
50;1900500;42029;Maletas e pastas para documentos e de estudante, e artefatos semelhantes
51;1900501;42021;Baús, malas e maletas para viagem
51;1900501;42029;Baús, malas e maletas para viagem
60;1900600;39269090;Prancheta de plástico
70;1900700;48022090;Bobina para fax
70;1900700;48119090;Bobina para fax
80;1900800;4802549;Papel seda
90;1900900;48025499;Bobina para máquina de calcular, PDV ou equipamentos similares
90;1900900;48025799;Bobina para máquina de calcular, PDV ou equipamentos similares
90;1900900;48162000;Bobina para máquina de calcular, PDV ou equipamentos similares
100;1901000;4802569;Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico
100;1901000;4802579;Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico
100;1901000;4802589;Cartolina escolar e papel cartão, brancos e coloridos; recados auto adesivos (LP note); papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico
